排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
618,-163,秦荣华,Qin Ronghua,66,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,敏实,Minth,浙江宁波,Zhejiang,汽车零部件,Automobile,未知,85.0,-35%,1200.0,2024
618,New,荣智权,Yung Chu-Kuen,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,上海商银,SCSB,台湾台北,Taiwan,银行业,Banking,家族,85.0,NEW,1200.0,2024
618,322,束崇万,Peter Shu,70,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,创见信息,Transcend,台湾台北,Taiwan,半导体,Semiconductors,家族,85.0,31%,1200.0,2024
618,-33,宋飞,Song Fei,58,,,先生,https://res.hurun.net/default/icon_men.jpg,艾迪精密,Eddie Precision Machinery,山东烟台,Shandong,机械制造,Manufacturing,家族,85.0,-15%,1200.0,2024
618,17,孙惠刚,Sun Huigang,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,万华化学,Wanhua,山东烟台,Shandong,投资,Investments,未知,85.0,-11%,1200.0,2024
618,-33,童锦泉,Tong Jinquan,69,中国-江苏-南通,China-Jiangsu-Nantong,先生,https://res.hurun.net/photo/000080_Tong_Jinquan.jpg,长峰房地产,Changfeng,上海长宁,Shanghai,房地产,Property,未知,85.0,-15%,1200.0,2024
618,322,王硕,Wang Shuo,34,中国-北京,China-Beijing,先生,https://res.hurun.net/default/icon_men.jpg,Deel,Deel,美国旧金山,Los Angeles,企业服务,Business Services,未知,85.0,31%,1200.0,2024
618,137,魏学专,Wei Xuezhuan,71,中国-山东-淄博,China-Shandong-Zibo,先生,https://res.hurun.net/default/icon_men.jpg,汇丰石化,Wonfull,山东淄博,Shandong,化工,Chemicals,未知,85.0,6%,1200.0,2024
618,84,夏鼎湖,Xia Dinghu,80,中国-安徽,China-Anhui,先生,https://res.hurun.net/default/icon_men.jpg,中鼎,Zhongding,安徽宣城,Anhui,汽车零部件,Rubber and plastic,父子,85.0,-3%,1200.0,2024
618,-191,徐广福,Xu Guangfu,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,大全,Daquan,江苏镇江,Jiangsu,电气设备制造、太阳能,"Electrical equipment, solar energy",父子,85.0,-37%,1200.0,2024
618,-191,叶琼玖,Ye Qiongjiu,70,中国-浙江-宁波,China-Zhejiang-Ningbo,先生,https://res.hurun.net/default/icon_men.jpg,同花顺,Hithink RoyalFlush,浙江杭州,Zhejiang,软件,Software,未知,85.0,-37%,1200.0,2024
618,539,俞浩,Yu Hao,37,中国-江苏-南通,,先生,https://res.hurun.net/default/icon_men.jpg,追觅科技,Dreame,江苏苏州,Jiangsu,智能家电,Consumer electronics,未知,85.0,63%,1200.0,2024
618,-191,张国涛,Zhang Guotao,39,中国-河南-开封,China-Henan-Kaifeng,先生,https://res.hurun.net/default/icon_men.jpg,迪阿,DR,广东深圳,Guangdong,珠宝首饰,Jewellery,夫妇,85.0,-37%,1200.0,2024
618,New,张积敏,Zhang Jimin,61,,,先生,https://res.hurun.net/default/icon_men.jpg,青山控股,Tsingshan,浙江温州,Zhejiang,钢铁,Steel,未知,85.0,NEW,1200.0,2024
618,17,张涛,Zhang Tao,52,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,美团,Meituan,北京,Beijing,生活服务,Life Service,未知,85.0,-11%,1200.0,2024
618,New,张兴礼,Zhang Xingmin,67,中国-重庆,China-Chongqing,先生,https://res.hurun.net/default/icon_men.jpg,小康控股,Xiaokang ,重庆,Chongqing,汽车、汽车零配件,"Cars, automobile parts",未知,85.0,NEW,1200.0,2024
618,New,张兴明,Zhang Xingli,67,中国-重庆,China-Chongqing,先生,https://res.hurun.net/default/icon_men.jpg,小康控股,Xiaokang ,重庆,Chongqing,汽车、汽车零配件,"Cars, automobile parts",未知,85.0,NEW,1200.0,2024
618,New,赵宗信,Chao Chung-Hsin,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,健策,Jentech,台湾桃园,Taiwan,电子元件,Electronic Components,家族,85.0,NEW,1200.0,2024
653,-161,孙宏斌,Sun Hongbin,61,中国-山西-运城,China -Shanxi - Yuncheng,先生,https://res.hurun.net/photo/000033_Sun_Hongbin.jpg,融创,Sunac,天津,Tianjin,房地产,Real Estate,未知,83.0,-31%,1170.0,2024
653,16,王吉雷,Wang Jilei,59,,,先生,https://res.hurun.net/default/icon_men.jpg,中通,ZTO,上海青浦,Shanghai,快递,Express Delivery,未知,83.0,-8%,1170.0,2024
653,New,赵永昌,Chao Yung-Tsang,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,健策,Jentech,台湾桃园,Taiwan,电子元件,Electronic Components,家族,83.0,NEW,1170.0,2024
656,-91,曾开天,Zeng Kaitian,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,三七互娱,37 Interactive Entertainment,广东广州,Guangdong,网络游戏,Network game,未知,80.0,-24%,1130.0,2024
656,50,陈德军,Chen Dejun,54,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,申通快递,STO,上海青浦,Shanghai,物流,Logistics,未知,80.0,-6%,1130.0,2024
656,13,陈建成,Chen Jiancheng,65,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.net/photo/000531_Chen_Jiancheng.jpg,卧龙控股,Wolong,浙江绍兴,Zhejiang,电气设备、房地产,"Electrical equipment, real estate",父女,80.0,-11%,1130.0,2024
656,-120,陈文源,Chen Wenyuan,56,,,先生,https://res.hurun.net/default/icon_men.jpg,华兴源创,HYC,江苏苏州,Jiangsu,设备制造,Manufacturing,夫妇,80.0,-27%,1130.0,2024
656,523,成三荣,Cheng Sanrong,61,,,先生,https://res.hurun.net/default/icon_men.jpg,沪光股份,Huguang,江苏苏州,Jiangsu,汽车配件,Auto parts,父子,80.0,60%,1130.0,2024
656,-120,高兴江,Gao Xingjiang,61,中国-浙江-湖州,China-Zhejiang-Huzhou,先生,https://res.hurun.net/default/icon_men.jpg,永兴特钢,Yongxing Iron and steel,浙江湖州,Zhejiang,不锈钢,Steel,未知,80.0,-27%,1130.0,2024
656,205,洪水树,Allen Hong Shui-Shu,65,中国-台湾-台南,China-Taiwan-Tainan,先生,https://res.hurun.net/default/icon_men.jpg,可成科技,Catcher Technology,台湾台南,Taiwan,设备制造,Manufacturing,家族,80.0,10%,1130.0,2024
656,-71,胡扬忠,Hu Yangzhong,59,中国-湖北-武汉,China -Hubei-Wuhan,先生,https://res.hurun.net/default/icon_men.jpg,海康威视,Hikvision,浙江杭州,Zhejiang,视频监控产品,Video surveillance products,未知,80.0,-20%,1130.0,2024
656,50,江南,Jiang Nan,61,中国-山东-济南,China-Shandong-Jinan,先生,https://res.hurun.net/default/icon_men.jpg,圣丰,Shengfeng,广东广州,Guangdong,房地产、工业制造,"Real Estate, Commercial Manufacturing",未知,80.0,-6%,1130.0,2024
656,50,井贤栋,Jin Xiandong,52,,,先生,https://res.hurun.net/default/icon_men.jpg,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,80.0,-6%,1130.0,2024
656,-331,李斌,Li Bin,50,中国-安徽,China-Anhui,先生,https://res.hurun.net/default/icon_men.jpg,蔚来、易车,"Nio, Yiche",上海嘉定,Shanghai,电动车,E-Cars,未知,80.0,-53%,1130.0,2024
656,99,李东生,Li Dongsheng,67,中国-广东-惠州,China-Guangdong-Huizhou,先生,https://res.hurun.net/default/icon_men.jpg,TCL,TCL,广东惠州,Guangdong,家用电器及半导体产品,Household Appliances,未知,80.0,0%,1130.0,2024
656,-21,李国库,Li Guoku,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,千喜鹤,Kinghey,北京,Beijing,餐饮,Catering,未知,80.0,-16%,1130.0,2024
656,-71,李国庆,Li Guoqing,54,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,荣盛控股,RongSheng,浙江杭州,Zhejiang,化纤,Chemical fibres,未知,80.0,-20%,1130.0,2024
656,-120,李卫伟,Li Weiwei,47,中国-四川-成都,China - Sichuan-Chengdu,先生,https://res.hurun.net/default/icon_men.jpg,三七互娱,37 Interactive Entertainment,广东广州,Guangdong,网络游戏,Network game,未知,80.0,-27%,1130.0,2024
656,-71,李永庆,Li Yongqing,60,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,荣盛控股,RongSheng,浙江杭州,Zhejiang,化纤,Chemical fibres,未知,80.0,-20%,1130.0,2024
656,13,梁信军,Liang Xinjun,56,中国-浙江-台州,China-Zhejiang-Taizhou,先生,https://res.hurun.net/photo/000325_Liang_Xinjun.jpg,-,-,上海,Shanghai,投资,Investments,未知,80.0,-11%,1130.0,2024
656,-201,刘程宇,Liu Chengyu,62,中国-福建-宁德,China-Fujian-Ningde,先生,https://res.hurun.net/default/icon_men.jpg,科士达,Kstar,广东深圳,Guangdong,电力设备,Industrial Equipment,夫妇,80.0,-38%,1130.0,2024
656,New,刘天文,Liu Tianwen,61,,,先生,https://res.hurun.net/default/icon_men.jpg,软通动力,Isoftstone,北京,Beijing,软件与信息服务,Software & Services,未知,80.0,NEW,1130.0,2024
656,-268,刘晓东,Liu Xiaodong,57,,,先生,https://res.hurun.net/default/icon_men.jpg,百润,Bairun,上海浦东,Shanghai,香料、酒业,"Flavours, wine industry",未知,80.0,-45%,1130.0,2024
656,New,龙大强,Long Daqiang,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,中润光能,Solar Space,江苏徐州,Jiangsu,光伏电池,New energy,夫妇,80.0,NEW,1130.0,2024
656,-21,罗阳勇,Luo Yangyong,49,,,先生,https://res.hurun.net/default/icon_men.jpg,安宁股份,Anning Iron And Titanium,四川攀枝花,Sichuan,钒钛磁铁矿,Magnetite,夫妇,80.0,-16%,1130.0,2024
656,99,阮水龙,Ruan Shuilong,89,中国-山东-济宁,China-Shandong-Jining,先生,https://res.hurun.net/default/icon_men.jpg,龙盛,Lonsen,浙江绍兴,Zhejiang,化工、钢铁,"Chemicals, steel",家族,80.0,0%,1130.0,2024
656,-250,沈华,Shen Hua,61,,,先生,https://res.hurun.net/default/icon_men.jpg,斯达半导,StarPower Semiconductor,浙江嘉兴,Zhejiang,半导体,Semiconductors,夫妇,80.0,-43%,1130.0,2024
656,157,盛百椒,Sheng Baijiao,72,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,百丽,Belle,广东深圳,Guangdong,鞋业,Shoes,未知,80.0,7%,1130.0,2024
656,284,施崇棠,Jonney Shih,72,中国-台湾-彰化,China-Taiwan-Changhua,先生,https://res.hurun.net/default/icon_men.jpg,华硕,Asustek,台湾台北,Taiwan,电脑产品,Computer Products,未知,80.0,23%,1130.0,2024
656,-395,苏庆灿,Su Qingcan,55,,,先生,https://res.hurun.net/default/icon_men.jpg,华厦眼科,Huaxia Eye,福建厦门,Fujian,医疗服务,Health Service,未知,80.0,-61%,1130.0,2024
656,-21,孙怀庆,Sun Huaiqing,55,中国-重庆,China-Chongqing,先生,https://res.hurun.net/photo/000240_Sun_Huaiqing.jpg,丸美,Marubi,广东广州,Guangdong,化妆品,Cosmetics,夫妇,80.0,-16%,1130.0,2024
656,50,孙清焕,Sun Qinghuan,51,中国-江西-宜春,China -Jiangxi - Yichun,先生,https://res.hurun.net/default/icon_men.jpg,木林森,MLS,广东中山,Guangdong,光学光电,Semiconductors,父子,80.0,-6%,1130.0,2024
656,95,孙喜双,Sun Xishuang,71,中国-吉林,China- Jilin,先生,https://res.hurun.net/photo/000314_Sun_Xishuang.jpg,一方,Yifang,北京,Beijing,房地产、投资,"Real Estate, Investments",家族,80.0,-1%,1130.0,2024
656,99,孙勇坚,Sun Yongjian,58,,,先生,https://res.hurun.net/default/icon_men.jpg,宝矿,bm,上海闸北,Shanghai,地产、贸易,"Real Estate, Steel trade",未知,80.0,0%,1130.0,2024
656,-120,唐敖齐,Tang Aoqi,79,,,先生,https://res.hurun.net/default/icon_men.jpg,新泉股份,Xinquan,江苏常州,Jiangsu,汽车配饰,Automobile accessories,家族,80.0,-27%,1130.0,2024
656,-135,陶悦群,Tao Yuequn,64,,,先生,https://res.hurun.net/default/icon_men.jpg,欧普康视,Orthok,安徽合肥,Anhui,医疗器械制造、销售,Manufacture and sale of medical apparatus,未知,80.0,-30%,1130.0,2024
656,13,汪力成,Wang Licheng,64,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,华立,Holley,浙江杭州,Zhejiang,医药、投资,"Pharmaceutical, Investments",未知,80.0,-11%,1130.0,2024
656,99,王仕锐,Wang Shirui,37,,,先生,https://res.hurun.net/default/icon_men.jpg,医联,Medlinker,四川成都,Sichuan,医疗服务,Health Service,未知,80.0,0%,1130.0,2024
656,-71,王文渊,William Wang,77,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,台塑,Formosa Plastics,台湾高雄,Taiwan,化工,Chemicals,家族,80.0,-20%,1130.0,2024
656,523,肖日明,Xiao Riming,88,中国-上海,,先生,https://res.hurun.net/default/icon_men.jpg,华明装备,Huaming,上海,Shanghai,电力设备,Electronic Equipment,家族,80.0,60%,1130.0,2024
656,50,许江南,Xu Jiangnan,62,,,先生,https://res.hurun.net/default/icon_men.jpg,天新药业,Tianxin Pharmaceutical,江西景德镇,Jiangxi,医药,Pharmaceuticals,父女,80.0,-6%,1130.0,2024
656,50,许庆奎,Xu Qingkui,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,九羊,JiuYang,山东莱芜,Shandong,钢铁、冶金、机械,"Steel, smelt, machinery",父子,80.0,-6%,1130.0,2024
656,-71,许月娟,Xu Yuejuan,未知,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,荣盛控股,RongSheng,浙江杭州,Zhejiang,化纤,Chemical fibres,未知,80.0,-20%,1130.0,2024
656,268,杨元庆,Yang Yuanqing,60,中国-安徽-合肥,China-Anhui-Hefei,先生,https://res.hurun.net/default/icon_men.jpg,联想,Lenovo,北京,Beijing,计算机服务、投资,"Computer Services, Investments",未知,80.0,18%,1130.0,2024
656,New,杨长基,Chang-Chih Yang,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,金像电子,Gold Circuit,台湾桃园,Taiwan,消费电子产品,Consumer and Industry Electronics,家族,80.0,NEW,1130.0,2024
656,99,叶德林,Ye Delin,56,中国-广东-佛山,China-Guangdong-Foshan,先生,https://res.hurun.net/default/icon_men.jpg,新明珠,New Pearl,广东佛山,Guangdong,建筑陶瓷,Ceramics,夫妇,80.0,0%,1130.0,2024
656,New,钟德礼,Chung Te-Li,未知,,Taiwan,未知,https://res.hurun.net/default/icon_women.jpg,来亿兴业,Lai Yih,台湾台中,Taiwan,鞋业,Footwear,家族,80.0,NEW,1130.0,2024
656,-71,周庆治,Zhou Qingzhi,69,,,先生,https://res.hurun.net/default/icon_men.jpg,南都,Narada,上海浦东,Shanghai,电池、投资,"Battery, Investments",家族,80.0,-20%,1130.0,2024
701,-165,欧雷强,John V. Oyler,56,美国,United States,先生,https://res.hurun.net/default/icon_men.jpg,百济神州,BeiGene,北京,Beijing,医药,Pharmaceuticals,未知,78.0,-29%,1100.0,2024
702,-117,周志文,Zhou Zhiwen,59,,,先生,https://res.hurun.net/default/icon_men.jpg,昭衍新药,Joinn Laboratories,北京,Beijing,生物医药,Biopharmaceuticals,夫妇,77.0,-23%,1080.0,2024
703,45,苗拥军,Miao Yongjun,57,中国-河南-郑州,China-Henan-Zhengzhou,先生,https://res.hurun.net/default/icon_men.jpg,安图生物,Anto,河南郑州,Henan,医药制造业,Pharmaceuticals,未知,76.0,-7%,1070.0,2024
704,157,曹德风,Tsao Te-Feng,79,,,先生,https://res.hurun.net/default/icon_men.jpg,佳格,Quaker,台湾台北,Taiwan,食品和饮料,Food & Beverages,夫妇,75.0,3%,1060.0,2024
704,-168,曾继疆,Zeng Jijiang,62,中国-湖南,China-Hunan,先生,https://res.hurun.net/default/icon_men.jpg,宏达电子,Hongda,湖南株洲,Hunan,电子器件制造,Electronic,家族,75.0,-32%,1060.0,2024
704,157,陈慧慧,Vivien Chen,65,中国-香港,China-Hong Kong,女士,https://res.hurun.net/default/icon_women.jpg,南丰,Nan Fung Group,香港,Hong Kong,房地产,Estate Holding,未知,75.0,3%,1060.0,2024
704,-119,方玉友,Fang Yuyou,55,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,珀莱雅,Proya Cosmetics,浙江杭州,Zhejiang,化妆品,Common products,未知,75.0,-25%,1060.0,2024
704,109,冯国纶,William Fung Kwok-lun,76,中国-广东-江门,China-Guangdong-Jiangmen,先生,https://res.hurun.net/default/icon_men.jpg,利丰,Li & Fung,香港,Hong Kong,物流,Logistics,未知,75.0,0%,1060.0,2024
704,-391,顾江生,Gu Jiangsheng,51,中国-浙江-台州,China-Zhejiang-Taizhou,先生,https://res.hurun.net/default/icon_men.jpg,顾家家居,Kuka,浙江杭州,Zhejiang,家具,Furniture ,家族,75.0,-57%,1060.0,2024
704,475,吉为,Ji Wei,67,,,先生,https://res.hurun.net/default/icon_men.jpg,威胜信息,Willfar,湖南长沙,Hunan,通信设备,Communication equipment,父子,75.0,50%,1060.0,2024
704,-35,蒋伟,Jiang Wei,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,昊海生物,Haohai Biological,上海松江,Shanghai,生物医药,Biopharmaceuticals,夫妇,75.0,-17%,1060.0,2024
704,-69,柯为湘,Or Wai Sheun,73,中国-广东-潮州,China-Guangdong-Chaozhou,先生,https://res.hurun.net/default/icon_men.jpg,保利达,Polytec Asset,香港,Hong Kong,房地产,Estate Holding,未知,75.0,-21%,1060.0,2024
704,51,柯希平,Ke Xiping,64,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/photo/000405_Ke_Xiping.jpg,恒兴实业,Hengxing,福建厦门,Fujian,投资、地产,"Investments, real estate",未知,75.0,-6%,1060.0,2024
704,109,李阔,Li Kuo,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,白贝壳,Babycare,浙江杭州,Zhejiang,母婴产品,Baby and maternal products,未知,75.0,0%,1060.0,2024
704,109,李添财,Lee Tien Tsai,86,,,先生,https://res.hurun.net/default/icon_men.jpg,金车,King Car,台湾台北,Taiwan,食品和饮料,Food & Beverages,未知,75.0,0%,1060.0,2024
704,-277,李晓华,Li Xiaohua,62,中国-云南,China-Yunnan,先生,https://res.hurun.net/default/icon_men.jpg,恩捷股份,Energy New Material,云南玉溪,Yunnan,包装盒生产,Packaging Production,家族,75.0,-44%,1060.0,2024
704,51,刘伟,Liu Wei,59,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.net/default/icon_men.jpg,佳都科技,PCI-Suntek,广东广州,Guangdong,软件和信息技术,Software and IT Services,未知,75.0,-6%,1060.0,2024
704,2,卢宗俊,Lu Zongjun,61,,,先生,https://res.hurun.net/default/icon_men.jpg,中谷物流,Zhonggu,上海浦东,Shanghai,物流,Logistics,未知,75.0,-12%,1060.0,2024
704,386,马斌,Ma Bin,54,,,先生,https://res.hurun.net/default/icon_men.jpg,神马,Shemar,江苏南通,Shanghai,电气机械和器材,transmit electricity,夫妇,75.0,36%,1060.0,2024
704,109,任晋生,Ren Jinsheng,62,中国-江苏-南京,China-Jiangsu-Nanjing,先生,https://res.hurun.net/default/icon_men.jpg,先声药业,Simcere,江苏南京,Jiangsu,生物医药,Pharmacy,家族,75.0,0%,1060.0,2024
704,109,茹伯兴,Ru Boxing,77,中国-江苏-常州,China-Jiangsu-Changzhou,先生,https://res.hurun.net/default/icon_men.jpg,百兴,Jiangnan Baixin,江苏常州,Jiangsu,工业制造、房地产,"Industrial manufacturing, real estate",父子,75.0,0%,1060.0,2024
704,236,佘英杰,She Yingjie,67,,,先生,https://res.hurun.net/default/icon_men.jpg,新豪国际,Olympic Circuit,香港,Hong Kong,电子设备制造,Electronic Equipment Manufacturing,未知,75.0,15%,1060.0,2024
704,51,宋卫平,Song Weiping,66,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.net/default/icon_men.jpg,绿城,Greentown,浙江杭州,Zhejiang,房地产,Real estate,夫妇,75.0,-6%,1060.0,2024
704,-119,谭炳照,Tan Bingzhao,60,,,先生,https://res.hurun.net/default/icon_men.jpg,敏捷,Nimble,广东广州,Guangdong,房地产,Real Estate,家族,75.0,-25%,1060.0,2024
704,-35,谭莉莉,Tan Lili,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,未知,75.0,-17%,1060.0,2024
704,-35,王晖,Wang Hui,63,,,先生,https://res.hurun.net/default/icon_men.jpg,盛美半导体,ACM,上海浦东,Shanghai,半导体,Semiconductors,家族,75.0,-17%,1060.0,2024
704,-35,王文潮,Wilfred Wang,73,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,台塑,Formosa Plastics,台湾高雄,Taiwan,化工,Chemicals,家族,75.0,-17%,1060.0,2024
704,-35,王文洋,Winston Wong,73,中国-台湾-新北,China-Taiwan-New North,先生,https://res.hurun.net/default/icon_men.jpg,宏仁,Grace THW Group,广东广州,Guangdong,化学原料,Chemicals,父女,75.0,-17%,1060.0,2024
704,2,王信文,Wang Xinwen,37,,,先生,https://res.hurun.net/default/icon_men.jpg,莉莉丝,Lilith,上海,Shanghai,游戏,Online games,未知,75.0,-12%,1060.0,2024
704,-35,王义平,Wang Yiping,63,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,继峰股份,Jifeng,浙江宁波,Zhejiang,汽车零部件,Automobile parts,家族,75.0,-17%,1060.0,2024
704,109,吴宝田,Wu Pao-Tien,73,,,先生,https://res.hurun.net/default/icon_men.jpg,丽宝,Li Pao,台湾台北,Taiwan,房地产、酒店,"Real Estate, Hotels",家族,75.0,0%,1060.0,2024
